"91D","Operating Room Specialist","Enlisted"
"91D","CID Special Agent","Enlisted"
"91D","Power Generation Equipment Repairer","Enlisted"
"91E","Dental Specialist","Enlisted"
"91E","Explosive Ordnance Disposal","Officer"
"91E","Allied Trades Specialist","Enlisted"
"91F","Psychiatric Specialist","Enlisted"
"91F","Small Arms/Artillery Repairer (Small Arms/Arty Rep)","Enlisted"
"91F","Small Arms/Artillery Repairer","Enlisted"
"91G","Behavioral Science Specialist","Enlisted"
"91G","Patient Administration Specialist","Enlisted"
"91G","Fire Control Repairer","Enlisted"
"91H","Optical Laboratory Specialist","Enlisted"
"91H","Track Vehicle Repairer","Enlisted"
"91J","Physical Therapy Specialist","Enlisted"
"91J","Quartermaster and Chemical Equipment Repairer","Enlisted"
"91J","Medical Logistics Specialist","Enlisted"
"91K","Medical Laboratory Specialist","Enlisted"
"91K","Armament Repairer","Enlisted"
"91L","Construction Equipment Repairer","Enlisted"
"91M","Hospital Food Service Specialist","Enlisted"
"91M","Bradley Fighting Vehicle System Maintainer","Enlisted"
"91M","Nutrition Care Specialist","Enlisted"
"91N","Cardiac Specialist","Enlisted"
"91P","Radiology Specialist","Enlisted"
"91P","Self Propelled Artillery Systems Maintainer","Enlisted"
"91P","Artillery Mechanic","Enlisted"
"91Q","Pharmacy Specialist","Enlisted"
"91R","Veterinary Food Inspection Specialist","Enlisted"
"91S","Preventive Medicine Specialist","Enlisted"
"91S","Stryker Systems Maintainer","Enlisted"
"91T","Animal Care Specialist","Enlisted"
"91U","Ear, Nose, & Throat (ENT) Specialist","Enlisted"
"91V","Respiratory Specialist","Enlisted"
"91W","Metal Worker","Enlisted"
"91W","Health Care Specialist","Enlisted"
"91X","Maintenance Supervisor","Enlisted"
"91X","Maintenance Supervisor (Maint Supv)","Enlisted"
"91X","Mental Health Specialist","Enlisted"
"91Y","Eye Specialist","Enlisted"
"91Z","Medical Senior Sergeant","Enlisted"
"91Z","Chief Medical NCO","Enlisted"
"91Z","Senior Maintenance Supervisor","Enlisted"
"91Z","Senior Maintenance Supervisor","Enlisted"
"920A","Property Accounting Technician","Warrant Officer"
"920B","Supply Systems Technician","Warrant Officer"
"921A","Airdrop Systems Technician","Warrant Officer"
"922A","Food Service Technician","Warrant Officer"
"923A","Petroleum Systems Technician","Warrant Officer"
"92A","Automated Logistical Specialist","Enlisted"
"92A","Quartermaster, General","Officer"
"92B","Medical Laboratory Specialist","Enlisted"
"92C","Petroleum Laboratory Specialist","Enlisted"
"92D","Aerial Delivery and Materiel","Officer"
"92E","Cytology Specialist","Enlisted"
"92F","Petroleum and Water","Officer"
"92F","Petroleum Supply Specialist","Enlisted"
"92G","Food Service Specialist","Enlisted"
"92L","Petroleum Laboratory Specialist","Enlisted"
"92M","Mortuary Affairs Specialist","Enlisted"
"92R","Parachute Rigger","Enlisted"
"92S","Shower/Laundry and Clothing Repair Specialist","Enlisted"
"92W","Water Treatment Specialist","Enlisted"
"92Y","Unit Supply Specialist","Enlisted"
"92Z","Senior Noncommissioned Logistician","Enlisted"
"93B","Aeroscout Observer","Enlisted"
"93C","Air Traffic Control (ATC) Operator","Enlisted"
"93D","Air Traffic Control Systems, Subsystems and Equipment Repairer","Enlisted"
"93E","Meteorological Observer","Enlisted"
"93F","Ballistic Meteorology Crewman","Enlisted"
"93F","Field Artillery Meteorological Crewmember","Enlisted"
"93H","Air Traffic Control (ATC) Tower Operator","Enlisted"
"93J","ATC (Air Traffic Control) Radar Controller","Enlisted"
"93P","Flight Operations Coordinator","Enlisted"
"93P","Aviation Operations Specialist","Enlisted"
"948B","Electronic Systems Maintenance Warrant Officer","Warrant Officer"
"948D","Electronic Missile Systems Maintenance Warrant Officer","Warrant Officer"
"948E","Senior Electronics Maintenance Warrant Officer","Warrant Officer"
"94A","Land Combat Electronic Missile System Repairer","Enlisted"
"94B","Food Service Specialist","Enlisted"
"94D","Air Traffic Control Equipment Repairer","Enlisted"
"94E","Radio and Communications Security (COMSEC) Repairer","Enlisted"
"94F","Hospital Food Service Specialist","Enlisted"
"94F","Computer Detection Systems Repairer","Enlisted"
"94H","Test, Measurement, and Diagnostic Equipment Support Specialist","Enlisted"
"94K","Apache Attack Helicopter Systems Repairer","Enlisted"
"94L","Avionic Communications Equipment Repairer","Enlisted"
"94M","Radar Repairer","Enlisted"
"94P","Multiple Launch Rocket System (MLRS) Repairer","Enlisted"
"94R","Avionic and Survivability Equipment Repairer","Enlisted"
"94S","Patriot System Repairer","Enlisted"
"94T","Avenger System Repairer","Enlisted"
"94V","Electronic and Missile Systems Maintenance Chief","Enlisted"
"94W","Electronic Maintenance Chief","Enlisted"
"94X","Senior Missile Systems Maintainer","Enlisted"
"94Y","Integrated Family of Test Equipment Operator/Maintainer","Enlisted"
"94Z","Senior Electronic Maintenance Chief","Enlisted"
"95B","Military Policeman","Enlisted"
"95C","Correctional Specialist","Enlisted"
"95D","Assistant Special Agent","Enlisted"
"95D","CID Special Agent","Enlisted"
"96B","Intelligence Analyst","Enlisted"
"96D","Image Interpreter","Enlisted"
"96D","Imagery Analyst","Enlisted"
"96F","Psychological Operations Specialist","Enlisted"
"96H","Imagery Ground Station Operator","Enlisted"
"96H","Common Ground Station (CGS) Operator","Enlisted"
"96R","Ground Surveillance Systems Operator","Enlisted"
"96U","Unmanned Aerial Vehicle Operator","Enlisted"
"96Z","Intelligence Senior Sergeant","Enlisted"
"97A","Contracting and Industrial Management Officer","Officer"
"97B","Counterintelligence Agent","Enlisted"
"97C","Area Intelligence Specialist","Enlisted"
"97D","Military Intelligence Coordinator","Enlisted"
"97E","Interrogator","Enlisted"
"97E","Human Intelligence Collector","Enlisted"
"97G","Multi-Discipline Counter-Intelligence (MDCI) Operator/Analyst","Enlisted"
"97L","Translator/Interpreter (Reserve Components)","Enlisted"
"97Z","Counterintelligence/Human Intelligence Senior Sergeant","Enlisted"
"98C","EW/Signal Intelligence Analyst","Enlisted"
"98C","Signals Intelligence Analyst","Enlisted"
"98D","Emitter Locator/Identifier","Enlisted"
"98G","EW/Signal Intelligence Voice Interceptor","Enlisted"
"98G","Cryptologic Communications Interceptor/Locator","Enlisted"
"98H","Communications Interceptor/Locator","Enlisted"
"98J","EW/Signal Intelligence Non-communications Interceptor","Enlisted"
"98J","Electronic Intelligence Interceptor/Analyst","Enlisted"
"98K","Non-Morse Interceptor/Analyst","Enlisted"
"98K","Signals Collection/Identification Analyst","Enlisted"
"98P","Multi-Sensor Operator","Enlisted"
"98Y","Signals Collector/Analyst","Enlisted"
"98Z","EW/Signal Intelligence Chief","Enlisted"
